finding_id,rule,file,line,message,code_snippet,assisted_verdict,confidence,rationale,review_method
mbedtls_422,R04,programs/pkey/key_app_writer.c,396,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,"     393:             mbedtls_mpi_write_file(""D:  "",  &D,  16, NULL);
     394:             mbedtls_mpi_write_file(""P:  "",  &P,  16, NULL);
     395:             mbedtls_mpi_write_file(""Q:  "",  &Q,  16, NULL);
>>>  396:             mbedtls_mpi_write_file(""DP: "",  &DP, 16, NULL);
     397:             mbedtls_mpi_write_file(""DQ:  "", &DQ, 16, NULL);
     398:             mbedtls_mpi_write_file(""QP:  "", &QP, 16, NULL);
     399:         } else",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_423,R04,programs/pkey/key_app_writer.c,397,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,"     394:             mbedtls_mpi_write_file(""P:  "",  &P,  16, NULL);
     395:             mbedtls_mpi_write_file(""Q:  "",  &Q,  16, NULL);
     396:             mbedtls_mpi_write_file(""DP: "",  &DP, 16, NULL);
>>>  397:             mbedtls_mpi_write_file(""DQ:  "", &DQ, 16, NULL);
     398:             mbedtls_mpi_write_file(""QP:  "", &QP, 16, NULL);
     399:         } else
     400: #endif",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_424,R04,programs/pkey/key_app_writer.c,398,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,"     395:             mbedtls_mpi_write_file(""Q:  "",  &Q,  16, NULL);
     396:             mbedtls_mpi_write_file(""DP: "",  &DP, 16, NULL);
     397:             mbedtls_mpi_write_file(""DQ:  "", &DQ, 16, NULL);
>>>  398:             mbedtls_mpi_write_file(""QP:  "", &QP, 16, NULL);
     399:         } else
     400: #endif
     401: #if defined(MBEDTLS_ECP_C)",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_425,R04,programs/pkey/key_app_writer.c,490,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     487:     mbedtls_ctr_drbg_free(&ctr_drbg);
     488:     mbedtls_entropy_free(&entropy);
     489: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  490:     mbedtls_psa_crypto_free();
     491: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     492: 
     493:     mbedtls_exit(exit_code);",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_426,R04,programs/pkey/mpi_demo.c,56,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,"      53:     MBEDTLS_MPI_CHK(mbedtls_mpi_mul_mpi(&H, &P, &Q));
      54:     MBEDTLS_MPI_CHK(mbedtls_mpi_inv_mod(&D, &E, &H));
      55: 
>>>   56:     mbedtls_mpi_write_file(""  D = E^-1 mod (P-1)*(Q-1) = "",
      57:                            &D, 10, NULL);
      58: #else
      59:     mbedtls_printf(""\nTest skipped (MBEDTLS_GENPRIME not defined).\n\n"");",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_427,R04,programs/pkey/pk_decrypt.c,140,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     137:     mbedtls_entropy_free(&entropy);
     138:     mbedtls_ctr_drbg_free(&ctr_drbg);
     139: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  140:     mbedtls_psa_crypto_free();
     141: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     142: 
     143: #if defined(MBEDTLS_ERROR_C)",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_428,R04,programs/pkey/pk_encrypt.c,141,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     138:     mbedtls_entropy_free(&entropy);
     139:     mbedtls_ctr_drbg_free(&ctr_drbg);
     140: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  141:     mbedtls_psa_crypto_free();
     142: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     143: 
     144: #if defined(MBEDTLS_ERROR_C)",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_429,R04,programs/pkey/pk_verify.c,115,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     112: exit:
     113:     mbedtls_pk_free(&pk);
     114: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  115:     mbedtls_psa_crypto_free();
     116: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     117: 
     118: #if defined(MBEDTLS_ERROR_C)",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_430,R04,programs/pkey/rsa_verify_pss.c,130,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     127: exit:
     128:     mbedtls_pk_free(&pk);
     129: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  130:     mbedtls_psa_crypto_free();
     131: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     132: 
     133:     mbedtls_exit(exit_code);",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_431,R04,programs/psa/aead_demo.c,275,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     272:     PSA_CHECK(aead_demo(argv[1]));
     273: 
     274:     /* Deinitialize the PSA crypto library. */
>>>  275:     mbedtls_psa_crypto_free();
     276: 
     277: exit:
     278:     return status == PSA_SUCCESS ? EXIT_SUCCESS : EXIT_FAILURE;",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_432,R04,programs/psa/key_ladder_demo.c,582,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     579:     (void) psa_destroy_key(derivation_key);
     580:     (void) psa_destroy_key(wrapping_key);
     581:     /* Deinitialize the PSA crypto library. */
>>>  582:     mbedtls_psa_crypto_free();
     583:     return status;
     584: }
     585: ",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_433,R04,programs/psa/psa_hash.c,151,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     148: 
     149:     mbedtls_printf(""\n"");
     150: 
>>>  151:     mbedtls_psa_crypto_free();
     152:     return EXIT_SUCCESS;
     153: 
     154: cleanup:",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_434,R04,programs/ssl/dtls_client.c,173,Return value of cryptographic function 'mbedtls_ssl_conf_rng' is unchecked.,"     170:      * Production code should set a proper ca chain and use REQUIRED. */
     171:     mbedtls_ssl_conf_authmode(&conf, MBEDTLS_SSL_VERIFY_OPTIONAL);
     172:     mbedtls_ssl_conf_ca_chain(&conf, &cacert, NULL);
>>>  173:     mbedtls_ssl_conf_rng(&conf, mbedtls_ctr_drbg_random, &ctr_drbg);
     174:     mbedtls_ssl_conf_dbg(&conf, my_debug, stdout);
     175:     mbedtls_ssl_conf_read_timeout(&conf, READ_TIMEOUT_MS);
     176: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_435,R04,programs/ssl/dtls_client.c,230,Return value of cryptographic function 'mbedtls_x509_crt_verify_info' is unchecked.,"     227:         mbedtls_printf("" failed\n"");
     228: 
     229: #if !defined(MBEDTLS_X509_REMOVE_INFO)
>>>  230:         mbedtls_x509_crt_verify_info(vrfy_buf, sizeof(vrfy_buf), ""  ! "", flags);
     231: 
     232:         mbedtls_printf(""%s\n"", vrfy_buf);
     233: #endif",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_436,R04,programs/ssl/dtls_server.c,205,Return value of cryptographic function 'mbedtls_ssl_conf_rng' is unchecked.,"     202:         goto exit;
     203:     }
     204: 
>>>  205:     mbedtls_ssl_conf_rng(&conf, mbedtls_ctr_drbg_random, &ctr_drbg);
     206:     mbedtls_ssl_conf_dbg(&conf, my_debug, stdout);
     207:     mbedtls_ssl_conf_read_timeout(&conf, READ_TIMEOUT_MS);
     208: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_437,R04,programs/ssl/dtls_server.c,207,Return value of cryptographic function 'mbedtls_ssl_conf_read_timeout' is unchecked.,"     204: 
     205:     mbedtls_ssl_conf_rng(&conf, mbedtls_ctr_drbg_random, &ctr_drbg);
     206:     mbedtls_ssl_conf_dbg(&conf, my_debug, stdout);
>>>  207:     mbedtls_ssl_conf_read_timeout(&conf, READ_TIMEOUT_MS);
     208: 
     209: #if defined(MBEDTLS_SSL_CACHE_C)
     210:     mbedtls_ssl_conf_session_cache(&conf, &cache,",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_438,R04,programs/ssl/dtls_server.c,395,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     392:     mbedtls_ctr_drbg_free(&ctr_drbg);
     393:     mbedtls_entropy_free(&entropy);
     394: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  395:     mbedtls_psa_crypto_free();
     396: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     397: 
     398:     /* Shell can not handle large exit numbers -> 1 for errors */",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_439,R04,programs/ssl/mini_client.c,269,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     266:     mbedtls_x509_crt_free(&ca);
     267: #endif
     268: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  269:     mbedtls_psa_crypto_free();
     270: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     271: 
     272:     mbedtls_exit(ret);",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_440,R04,programs/ssl/ssl_client2.c,907,Return value of cryptographic function 'mbedtls_test_enable_insecure_external_rng' is unchecked.,"     904:     }
     905: #endif  /* MBEDTLS_USE_PSA_CRYPTO || MBEDTLS_SSL_PROTO_TLS1_3 */
     906: #if defined(MBEDTLS_PSA_CRYPTO_EXTERNAL_RNG)
>>>  907:     mbedtls_test_enable_insecure_external_rng();
     908: #endif  /* MBEDTLS_PSA_CRYPTO_EXTERNAL_RNG */
     909: 
     910:     opt.server_name         = DFL_SERVER_NAME;",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_441,R04,programs/ssl/ssl_client2.c,1897,Return value of cryptographic function 'mbedtls_ssl_conf_encrypt_then_mac' is unchecked.,"    1894: 
    1895: #if defined(MBEDTLS_SSL_ENCRYPT_THEN_MAC)
    1896:     if (opt.etm != DFL_ETM) {
>>> 1897:         mbedtls_ssl_conf_encrypt_then_mac(&conf, opt.etm);
    1898:     }
    1899: #endif
    1900: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_442,R04,programs/ssl/ssl_client2.c,1926,Return value of cryptographic function 'mbedtls_ssl_conf_rng' is unchecked.,"    1923: #endif
    1924: #endif  /* MBEDTLS_HAVE_TIME */
    1925:     }
>>> 1926:     mbedtls_ssl_conf_rng(&conf, rng_get, &rng);
    1927:     mbedtls_ssl_conf_dbg(&conf, my_debug, stdout);
    1928: 
    1929:     mbedtls_ssl_conf_read_timeout(&conf, opt.read_timeout);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_443,R04,programs/ssl/ssl_client2.c,2040,Return value of cryptographic function 'mbedtls_ssl_set_export_keys_cb' is unchecked.,"    2037:     }
    2038: 
    2039:     if (opt.eap_tls != 0) {
>>> 2040:         mbedtls_ssl_set_export_keys_cb(&ssl, eap_tls_key_derivation,
    2041:                                        &eap_tls_keying);
    2042:     } else if (opt.nss_keylog != 0) {
    2043:         mbedtls_ssl_set_export_keys_cb(&ssl,",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_444,R04,programs/ssl/ssl_client2.c,3197,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"    3194:      * resources are freed by rng_free(). */
    3195: #if (defined(MBEDTLS_USE_PSA_CRYPTO) || defined(MBEDTLS_SSL_PROTO_TLS1_3)) && \
    3196:     !defined(MBEDTLS_TEST_USE_PSA_CRYPTO_RNG)
>>> 3197:     mbedtls_psa_crypto_free();
    3198: #endif
    3199: 
    3200:     rng_free(&rng);",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_445,R04,programs/ssl/ssl_context_info.c,1006,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"    1003:     }
    1004: 
    1005: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>> 1006:     mbedtls_psa_crypto_free();
    1007: #endif /* MBEDTLS_USE_PSA_CRYPTO */
    1008: 
    1009:     return 0;",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_446,R04,programs/ssl/ssl_server2.c,3264,Return value of cryptographic function 'mbedtls_ssl_set_export_keys_cb' is unchecked.,"    3261:         mbedtls_ssl_set_export_keys_cb(&ssl, eap_tls_key_derivation,
    3262:                                        &eap_tls_keying);
    3263:     } else if (opt.nss_keylog != 0) {
>>> 3264:         mbedtls_ssl_set_export_keys_cb(&ssl,
    3265:                                        nss_keylog_export,
    3266:                                        NULL);
    3267:     }",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_447,R04,programs/ssl/ssl_server2.c,3445,Return value of cryptographic function 'mbedtls_ssl_set_hs_dn_hints' is unchecked.,"    3442:      * (Additionally, the CA choice would typically be influenced by SNI
    3443:      *  if being set per-handshake using mbedtls_ssl_set_hs_dn_hints()) */
    3444:     if (opt.cert_req_dn_hint == 3 && key_cert_init2) {
>>> 3445:         mbedtls_ssl_set_hs_dn_hints(&ssl, &srvcert2);
    3446:     }
    3447: #endif
    3448: #endif",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_448,R04,programs/ssl/ssl_test_lib.c,68,Return value of cryptographic function 'psa_crypto_init' is unchecked.,"      65: {
      66: #if defined(MBEDTLS_TEST_USE_PSA_CRYPTO_RNG)
      67:     (void) rng;
>>>   68:     psa_crypto_init();
      69: #else /* !MBEDTLS_TEST_USE_PSA_CRYPTO_RNG */
      70: 
      71: #if defined(MBEDTLS_CTR_DRBG_C)",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_449,R04,programs/ssl/ssl_test_lib.c,149,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     146:     /* Deinitialize the PSA crypto subsystem. This deactivates all PSA APIs.
     147:      * This is ok because none of our applications try to do any crypto after
     148:      * deinitializing the RNG. */
>>>  149:     mbedtls_psa_crypto_free();
     150: #else /* !MBEDTLS_TEST_USE_PSA_CRYPTO_RNG */
     151: 
     152: #if defined(MBEDTLS_CTR_DRBG_C)",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_450,R04,programs/x509/cert_app.c,323,Return value of cryptographic function 'mbedtls_x509_crt_verify_info' is unchecked.,"     320: 
     321:                 mbedtls_printf("" failed\n"");
     322: 
>>>  323:                 mbedtls_x509_crt_verify_info(vrfy_buf, sizeof(vrfy_buf), ""  ! "", flags);
     324: 
     325:                 mbedtls_printf(""%s\n"", vrfy_buf);
     326:             } else {",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_451,R04,programs/x509/cert_app.c,379,Return value of cryptographic function 'mbedtls_ssl_conf_verify' is unchecked.,"     376:         if (verify) {
     377:             mbedtls_ssl_conf_authmode(&conf, MBEDTLS_SSL_VERIFY_REQUIRED);
     378:             mbedtls_ssl_conf_ca_chain(&conf, &cacert, NULL);
>>>  379:             mbedtls_ssl_conf_verify(&conf, my_verify, NULL);
     380:         } else {
     381:             mbedtls_ssl_conf_authmode(&conf, MBEDTLS_SSL_VERIFY_NONE);
     382:         }",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_452,R04,programs/x509/cert_req.c,387,Return value of cryptographic function 'mbedtls_x509write_csr_set_md_alg' is unchecked.,"     384:     }
     385: 
     386:     /* Set the MD algorithm to use for the signature in the CSR */
>>>  387:     mbedtls_x509write_csr_set_md_alg(&req, opt.md_alg);
     388: 
     389:     /* Set the Key Usage Extension flags in the CSR */
     390:     if (opt.key_usage || opt.force_key_usage == 1) {",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_453,R04,programs/x509/cert_req.c,463,Return value of cryptographic function 'mbedtls_x509write_csr_set_key' is unchecked.,"     460:         goto exit;
     461:     }
     462: 
>>>  463:     mbedtls_x509write_csr_set_key(&req, &key);
     464: 
     465:     mbedtls_printf("" ok\n"");
     466: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_454,R04,programs/x509/cert_req.c,494,Return value of cryptographic function 'mbedtls_x509write_csr_free' is unchecked.,"     491: #endif
     492:     }
     493: 
>>>  494:     mbedtls_x509write_csr_free(&req);
     495:     mbedtls_asn1_free_named_data_list(&ext_san_dirname);
     496:     mbedtls_pk_free(&key);
     497:     mbedtls_ctr_drbg_free(&ctr_drbg);",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_455,R04,programs/x509/cert_req.c,500,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     497:     mbedtls_ctr_drbg_free(&ctr_drbg);
     498:     mbedtls_entropy_free(&entropy);
     499: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  500:     mbedtls_psa_crypto_free();
     501: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     502: 
     503:     cur = opt.san_list;",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_456,R04,programs/x509/cert_write.c,823,Return value of cryptographic function 'mbedtls_x509write_crt_set_issuer_key' is unchecked.,"     820:     }
     821: 
     822:     mbedtls_x509write_crt_set_subject_key(&crt, subject_key);
>>>  823:     mbedtls_x509write_crt_set_issuer_key(&crt, issuer_key);
     824: 
     825:     /*
     826:      * 1.0. Check the names for validity",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_457,R04,programs/x509/cert_write.c,1003,Return value of cryptographic function 'mbedtls_x509write_crt_free' is unchecked.,"    1000: #endif /* MBEDTLS_X509_CSR_PARSE_C */
    1001:     mbedtls_asn1_free_named_data_list(&ext_san_dirname);
    1002:     mbedtls_x509_crt_free(&issuer_crt);
>>> 1003:     mbedtls_x509write_crt_free(&crt);
    1004:     mbedtls_pk_free(&loaded_subject_key);
    1005:     mbedtls_pk_free(&loaded_issuer_key);
    1006:     mbedtls_ctr_drbg_free(&ctr_drbg);",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_458,R04,programs/x509/load_roots.c,161,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     158: 
     159: exit:
     160: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  161:     mbedtls_psa_crypto_free();
     162: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     163:     mbedtls_exit(exit_code);
     164: }",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_459,R04,programs/x509/req_app.c,126,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,"     123: exit:
     124:     mbedtls_x509_csr_free(&csr);
     125: #if defined(MBEDTLS_USE_PSA_CRYPTO)
>>>  126:     mbedtls_psa_crypto_free();
     127: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     128: 
     129:     mbedtls_exit(exit_code);",FP,medium,Call is debug/formatting/init/free/cleanup-style; unchecked result is unlikely to be a PQC security bypass.,llm_assisted_static_audit
mbedtls_460,R07,library/asn1write.c,133,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"     130:         len += 1;
     131:     }
     132: 
>>>  133:     ret = mbedtls_asn1_write_len_and_tag(p, start, len, MBEDTLS_ASN1_INTEGER);
     134: 
     135: cleanup:
     136:     return ret;",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_461,R07,library/bignum.c,1745,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"    1742:      * calculated the lsb and lsb(B)==0 iff B is odd or 0 to make the test
    1743:      * slightly more efficient than cmp_int(). */
    1744:     if (lzt == 0 && mbedtls_mpi_get_bit(&TB, 0) == 0) {
>>> 1745:         ret = mbedtls_mpi_copy(G, A);
    1746:         goto cleanup;
    1747:     }
    1748: ",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_462,R07,library/bignum_core.c,124,Return contract violation: variable 'msll_mask' stores crypto result but is returned without validation.,"     121:     /* limbs other than the least significant one are all zero? */
     122:     mbedtls_ct_condition_t msll_mask = MBEDTLS_CT_FALSE;
     123:     for (size_t i = 1; i < A_limbs; i++) {
>>>  124:         msll_mask = mbedtls_ct_bool_or(msll_mask, mbedtls_ct_bool(A[i]));
     125:     }
     126: 
     127:     /* min <= A iff the lowest limb of A is >= min or the other limbs",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_463,R07,library/bignum_core.c,156,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"     153:          * the fact that we are done and continue looping.
     154:          */
     155:         cond = mbedtls_ct_uint_lt(A[i - 1], B[i - 1]);
>>>  156:         ret  = mbedtls_ct_bool_or(ret, mbedtls_ct_bool_and(cond, mbedtls_ct_bool_not(done)));
     157:         done = mbedtls_ct_bool_or(done, cond);
     158:     }
     159: ",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_464,R07,library/cipher.c,863,Return contract violation: variable 'bad' stores crypto result but is returned without validation.,"     860:     for (i = 0; i < input_len; i++) {
     861:         mbedtls_ct_condition_t in_padding = mbedtls_ct_uint_ge(i, pad_idx);
     862:         mbedtls_ct_condition_t different  = mbedtls_ct_uint_ne(input[i], padding_len);
>>>  863:         bad = mbedtls_ct_bool_or(bad, mbedtls_ct_bool_and(in_padding, different));
     864:     }
     865: 
     866:     return mbedtls_ct_error_if_else_0(bad, MBEDTLS_ERR_CIPHER_INVALID_PADDING);",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_465,R07,library/cipher.c,905,Return contract violation: variable 'bad' stores crypto result but is returned without validation.,"     902: 
     903:         *data_len = mbedtls_ct_size_if(hit_first_nonzero, i, *data_len);
     904: 
>>>  905:         bad = mbedtls_ct_bool_if(hit_first_nonzero, mbedtls_ct_uint_ne(input[i], 0x80), bad);
     906: 
     907:         in_padding = mbedtls_ct_bool_and(in_padding, mbedtls_ct_bool_not(is_nonzero));
     908:     }",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_466,R07,library/cipher.c,954,Return contract violation: variable 'bad' stores crypto result but is returned without validation.,"     951:         mbedtls_ct_condition_t is_padding = mbedtls_ct_uint_ge(i, pad_idx);
     952:         mbedtls_ct_condition_t nonzero_pad_byte;
     953:         nonzero_pad_byte = mbedtls_ct_bool_if_else_0(is_padding, mbedtls_ct_bool(input[i]));
>>>  954:         bad = mbedtls_ct_bool_or(bad, nonzero_pad_byte);
     955:     }
     956: 
     957:     return mbedtls_ct_error_if_else_0(bad, MBEDTLS_ERR_CIPHER_INVALID_PADDING);",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_467,R07,library/cipher.c,1620,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"    1617:         return MBEDTLS_ERR_CIPHER_BAD_INPUT_DATA;
    1618:     }
    1619: 
>>> 1620:     int ret = mbedtls_cipher_aead_encrypt(ctx, iv, iv_len, ad, ad_len,
    1621:                                           input, ilen, output, olen,
    1622:                                           output + ilen, tag_len);
    1623:     *olen += tag_len;",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_468,R07,library/constant_time.c,139,Return contract violation: variable 'diff' stores crypto result but is returned without validation.,"     136:         unsigned int d = x ^ y;
     137:         mbedtls_ct_condition_t valid = mbedtls_ct_bool_and(mbedtls_ct_uint_ge(i, skip_head),
     138:                                                            mbedtls_ct_uint_lt(i, valid_end));
>>>  139:         diff |= mbedtls_ct_uint_if_else_0(valid, d);
     140:     }
     141: 
     142:     /* Since we go byte-by-byte, the only bits set will be in the bottom 8 bits, so the",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_469,R07,library/constant_time_impl.h,387,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"     384:      */
     385: 
     386:     // Select either y, or x - y
>>>  387:     mbedtls_ct_uint_t ret = mbedtls_ct_if(cond, yo, (mbedtls_ct_uint_t) (xo - yo));
     388: 
     389:     // Extract only the MSB of ret
     390:     ret = ret >> (MBEDTLS_CT_SIZE - 1);",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_470,R07,library/ecp_curves_new.c,5412,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"    5409:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
    5410:     size_t expected_width = BITS_TO_LIMBS(255) * 2;
    5411:     MBEDTLS_MPI_CHK(mbedtls_mpi_grow(N, expected_width));
>>> 5412:     ret = mbedtls_ecp_mod_p255_raw(N->p, expected_width);
    5413: cleanup:
    5414:     return ret;
    5415: }",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
mbedtls_471,R07,library/pk_internal.h,107,Return contract violation: variable 'id' stores crypto result but is returned without validation.,"     104: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     105:     {
     106: #if defined(MBEDTLS_PK_USE_PSA_EC_DATA)
>>>  107:         id = mbedtls_ecc_group_from_psa(pk->ec_family, pk->ec_bits);
     108: #else /* MBEDTLS_PK_USE_PSA_EC_DATA */
     109:         id = mbedtls_pk_ec_ro(*pk)->grp.id;
     110: #endif /* MBEDTLS_PK_USE_PSA_EC_DATA */",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,llm_assisted_static_audit
