finding_id,rule,file,line,message,code_snippet,assisted_verdict,confidence,rationale,review_method
mbedtls_filtered_421,R04,library/ssl_tls13_client.c,2724,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    2721: 
    2722:     mbedtls_ssl_tls13_handshake_wrapup(ssl);
    2723: 
>>> 2724:     mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_HANDSHAKE_OVER);
    2725:     return 0;
    2726: }
    2727: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_422,R04,library/ssl_tls13_client.c,2782,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"    2779:         extension_data_len = MBEDTLS_GET_UINT16_BE(p, 2);
    2780:         p += 4;
    2781: 
>>> 2782:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, extension_data_len);
    2783: 
    2784:         ret = mbedtls_ssl_tls13_check_received_extension(
    2785:             ssl, MBEDTLS_SSL_HS_NEW_SESSION_TICKET, extension_type,",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_423,R04,library/ssl_tls13_client.c,2879,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"    2876:     p += *ticket_nonce_len;
    2877: 
    2878:     /* Ticket */
>>> 2879:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 2);
    2880:     ticket_len = MBEDTLS_GET_UINT16_BE(p, 0);
    2881:     p += 2;
    2882:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, ticket_len);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_424,R04,library/ssl_tls13_client.c,2882,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"    2879:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 2);
    2880:     ticket_len = MBEDTLS_GET_UINT16_BE(p, 0);
    2881:     p += 2;
>>> 2882:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, ticket_len);
    2883:     MBEDTLS_SSL_DEBUG_BUF(3, ""received ticket"", p, ticket_len);
    2884: 
    2885:     /* Check if we previously received a ticket already. */",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_425,R04,library/ssl_tls13_client.c,2905,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"    2902:     mbedtls_ssl_tls13_session_clear_ticket_flags(
    2903:         session, MBEDTLS_SSL_TLS1_3_TICKET_FLAGS_MASK);
    2904: 
>>> 2905:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 2);
    2906:     extensions_len = MBEDTLS_GET_UINT16_BE(p, 0);
    2907:     p += 2;
    2908:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, extensions_len);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_426,R04,library/ssl_tls13_client.c,3055,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    3052:             ret = MBEDTLS_ERR_SSL_INTERNAL_ERROR;
    3053:     }
    3054: 
>>> 3055:     mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_HANDSHAKE_OVER);
    3056: 
    3057: cleanup:
    3058: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_427,R04,library/ssl_tls13_generic.c,127,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     124:         extension_type = MBEDTLS_GET_UINT16_BE(p, 0);
     125:         extension_data_len = MBEDTLS_GET_UINT16_BE(p, 2);
     126:         p += 4;
>>>  127:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p, extensions_end, extension_data_len);
     128: 
     129:         if (extension_type == MBEDTLS_TLS_EXT_SUPPORTED_VERSIONS) {
     130:             *supported_versions_data = p;",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_428,R04,library/ssl_tls13_generic.c,292,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     289:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 2);
     290:     signature_len = MBEDTLS_GET_UINT16_BE(p, 0);
     291:     p += 2;
>>>  292:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, signature_len);
     293: 
     294:     status = psa_hash_compute(hash_alg,
     295:                               verify_buffer,",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_429,R04,library/ssl_tls13_generic.c,451,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     448:     const unsigned char *certificate_list_end;
     449:     mbedtls_ssl_handshake_params *handshake = ssl->handshake;
     450: 
>>>  451:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 4);
     452:     certificate_request_context_len = p[0];
     453:     certificate_list_len = MBEDTLS_GET_UINT24_BE(p, 1);
     454:     p += 4;",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_430,R04,library/ssl_tls13_generic.c,546,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     543:         p += cert_data_len;
     544: 
     545:         /* Certificate extensions length */
>>>  546:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p, certificate_list_end, 2);
     547:         extensions_len = MBEDTLS_GET_UINT16_BE(p, 0);
     548:         p += 2;
     549:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p, certificate_list_end, extensions_len);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_431,R04,library/ssl_tls13_generic.c,549,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     546:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p, certificate_list_end, 2);
     547:         extensions_len = MBEDTLS_GET_UINT16_BE(p, 0);
     548:         p += 2;
>>>  549:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p, certificate_list_end, extensions_len);
     550: 
     551:         extensions_end = p + extensions_len;
     552:         handshake->received_extensions = MBEDTLS_SSL_EXT_MASK_NONE;",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_432,R04,library/ssl_tls13_generic.c,569,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     566:             extension_data_len = MBEDTLS_GET_UINT16_BE(p, 2);
     567:             p += 4;
     568: 
>>>  569:             MBEDTLS_SSL_CHK_BUF_READ_PTR(p, extensions_end, extension_data_len);
     570: 
     571:             ret = mbedtls_ssl_tls13_check_received_extension(
     572:                 ssl, MBEDTLS_SSL_HS_CERTIFICATE, extension_type,",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_433,R04,library/ssl_tls13_generic.c,1453,Return value of cryptographic function 'mbedtls_ssl_tls13_set_hs_sent_ext_mask' is unchecked.,"    1450: 
    1451:     *out_len = needed;
    1452: 
>>> 1453:     mbedtls_ssl_tls13_set_hs_sent_ext_mask(ssl, MBEDTLS_TLS_EXT_EARLY_DATA);
    1454: 
    1455:     return 0;
    1456: }",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_434,R04,library/ssl_tls13_generic.c,1573,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"    1570:     mbedtls_ssl_handshake_params *handshake = ssl->handshake;
    1571: 
    1572:     /* Get size of the TLS opaque key_exchange field of the KeyShareEntry struct. */
>>> 1573:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 2);
    1574:     uint16_t peerkey_len = MBEDTLS_GET_UINT16_BE(p, 0);
    1575:     p += 2;
    1576: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_435,R04,library/ssl_tls13_server.c,117,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     114:     int ke_modes = 0;
     115: 
     116:     /* Read ke_modes length (1 Byte) */
>>>  117:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 1);
     118:     ke_modes_len = *p++;
     119:     /* Currently, there are only two PSK modes, so even without looking
     120:      * at the content, something's wrong if the list has more than 2 items. */",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_436,R04,library/ssl_tls13_server.c,586,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     583:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p_identity_len, identities_end, 2 + 1 + 4);
     584:         identity_len = MBEDTLS_GET_UINT16_BE(p_identity_len, 0);
     585:         identity = p_identity_len + 2;
>>>  586:         MBEDTLS_SSL_CHK_BUF_READ_PTR(identity, identities_end, identity_len + 4);
     587:         obfuscated_ticket_age = MBEDTLS_GET_UINT32_BE(identity, identity_len);
     588:         p_identity_len += identity_len + 6;
     589: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_437,R04,library/ssl_tls13_server.c,590,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     587:         obfuscated_ticket_age = MBEDTLS_GET_UINT32_BE(identity, identity_len);
     588:         p_identity_len += identity_len + 6;
     589: 
>>>  590:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p_binder_len, binders_end, 1 + 32);
     591:         binder_len = *p_binder_len;
     592:         binder = p_binder_len + 1;
     593:         MBEDTLS_SSL_CHK_BUF_READ_PTR(binder, binders_end, binder_len);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_438,R04,library/ssl_tls13_server.c,768,Return value of cryptographic function 'mbedtls_ssl_tls13_set_hs_sent_ext_mask' is unchecked.,"     765:     MBEDTLS_SSL_DEBUG_MSG(4, (""sent selected_identity: %u"",
     766:                               ssl->handshake->selected_identity));
     767: 
>>>  768:     mbedtls_ssl_tls13_set_hs_sent_ext_mask(ssl, MBEDTLS_TLS_EXT_PRE_SHARED_KEY);
     769: 
     770:     return 0;
     771: }",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_439,R04,library/ssl_tls13_server.c,791,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     788:     uint16_t tls_version;
     789:     int found_supported_version = 0;
     790: 
>>>  791:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 1);
     792:     versions_len = p[0];
     793:     p += 1;
     794: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_440,R04,library/ssl_tls13_server.c,858,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     855: 
     856:     while (p < named_group_list_end) {
     857:         uint16_t named_group;
>>>  858:         MBEDTLS_SSL_CHK_BUF_READ_PTR(p, named_group_list_end, 2);
     859:         named_group = MBEDTLS_GET_UINT16_BE(p, 0);
     860:         p += 2;
     861: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_441,R04,library/ssl_tls13_server.c,919,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"     916:      *
     917:      */
     918: 
>>>  919:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, 2);
     920:     client_shares_len = MBEDTLS_GET_UINT16_BE(p, 0);
     921:     p += 2;
     922:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, client_shares_len);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_442,R04,library/ssl_tls13_server.c,1474,Return value of cryptographic function 'MBEDTLS_SSL_CHK_BUF_READ_PTR' is unchecked.,"    1471:      */
    1472:     extensions_len = MBEDTLS_GET_UINT16_BE(p, 0);
    1473:     p += 2;
>>> 1474:     MBEDTLS_SSL_CHK_BUF_READ_PTR(p, end, extensions_len);
    1475:     extensions_end = p + extensions_len;
    1476: 
    1477:     MBEDTLS_SSL_DEBUG_BUF(3, ""client hello extensions"", p, extensions_len);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_443,R04,library/ssl_tls13_server.c,1987,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    1984:                                            SSL_CLIENT_HELLO_HRR_REQUIRED));
    1985: 
    1986:     if (SSL_CLIENT_HELLO_OK == parse_client_hello_ret) {
>>> 1987:         mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_SERVER_HELLO);
    1988:     } else {
    1989:         mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_HELLO_RETRY_REQUEST);
    1990:     }",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_444,R04,library/ssl_tls13_server.c,2232,Return value of cryptographic function 'mbedtls_ssl_tls13_set_hs_sent_ext_mask' is unchecked.,"    2229: 
    2230:     *out_len = 6;
    2231: 
>>> 2232:     mbedtls_ssl_tls13_set_hs_sent_ext_mask(ssl, MBEDTLS_TLS_EXT_KEY_SHARE);
    2233: 
    2234:     return 0;
    2235: }",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_445,R04,library/ssl_tls13_server.c,2437,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    2434:      * after its first handshake message. This may either be after
    2435:      * a ServerHello or a HelloRetryRequest.
    2436:      */
>>> 2437:     mbedtls_ssl_handshake_set_state(
    2438:         ssl, MBEDTLS_SSL_SERVER_CCS_AFTER_SERVER_HELLO);
    2439: #else
    2440:     mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_ENCRYPTED_EXTENSIONS);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_446,R04,library/ssl_tls13_server.c,2511,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    2508:      * after its first handshake message. This may either be after
    2509:      * a ServerHello or a HelloRetryRequest.
    2510:      */
>>> 2511:     mbedtls_ssl_handshake_set_state(
    2512:         ssl, MBEDTLS_SSL_SERVER_CCS_AFTER_HELLO_RETRY_REQUEST);
    2513: #else
    2514:     mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_CLIENT_HELLO);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_447,R04,library/ssl_tls13_server.c,2627,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    2624: 
    2625: #if defined(MBEDTLS_SSL_TLS1_3_KEY_EXCHANGE_MODE_EPHEMERAL_ENABLED)
    2626:     if (mbedtls_ssl_tls13_key_exchange_mode_with_psk(ssl)) {
>>> 2627:         mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_SERVER_FINISHED);
    2628:     } else {
    2629:         mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_CERTIFICATE_REQUEST);
    2630:     }",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_448,R04,library/ssl_tls13_server.c,2629,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    2626:     if (mbedtls_ssl_tls13_key_exchange_mode_with_psk(ssl)) {
    2627:         mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_SERVER_FINISHED);
    2628:     } else {
>>> 2629:         mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_CERTIFICATE_REQUEST);
    2630:     }
    2631: #else
    2632:     mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_SERVER_FINISHED);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_449,R04,library/ssl_tls13_server.c,2796,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    2793:     if (ret != 0) {
    2794:         return ret;
    2795:     }
>>> 2796:     mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_CERTIFICATE_VERIFY);
    2797:     return 0;
    2798: }
    2799: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_450,R04,library/ssl_tls13_server.c,3080,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    3077:             1, ""mbedtls_ssl_tls13_compute_resumption_master_secret"", ret);
    3078:     }
    3079: 
>>> 3080:     mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_HANDSHAKE_WRAPUP);
    3081:     return 0;
    3082: }
    3083: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_451,R04,library/ssl_tls13_server.c,3107,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    3104:     } else
    3105: #endif
    3106:     {
>>> 3107:         mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_HANDSHAKE_OVER);
    3108:     }
    3109:     return 0;
    3110: }",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_452,R04,library/ssl_tls13_server.c,3428,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    3425:             ssl->handshake->new_session_tickets_count--;
    3426:         }
    3427: 
>>> 3428:         mbedtls_ssl_handshake_set_state(
    3429:             ssl, MBEDTLS_SSL_TLS1_3_NEW_SESSION_TICKET_FLUSH);
    3430:     } else {
    3431:         mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_HANDSHAKE_OVER);",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_453,R04,library/ssl_tls13_server.c,3519,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    3516:             if (ret != 0) {
    3517:                 break;
    3518:             }
>>> 3519:             mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_ENCRYPTED_EXTENSIONS);
    3520:             break;
    3521: #endif /* MBEDTLS_SSL_TLS1_3_COMPATIBILITY_MODE */
    3522: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_454,R04,library/ssl_tls13_server.c,3559,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    3556:         case MBEDTLS_SSL_CLIENT_CERTIFICATE_VERIFY:
    3557:             ret = mbedtls_ssl_tls13_process_certificate_verify(ssl);
    3558:             if (ret == 0) {
>>> 3559:                 mbedtls_ssl_handshake_set_state(
    3560:                     ssl, MBEDTLS_SSL_CLIENT_FINISHED);
    3561:             }
    3562:             break;",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_455,R04,library/ssl_tls13_server.c,3584,Return value of cryptographic function 'mbedtls_ssl_handshake_set_state' is unchecked.,"    3581:             if (ssl->handshake->new_session_tickets_count == 0) {
    3582:                 mbedtls_ssl_handshake_set_state(ssl, MBEDTLS_SSL_HANDSHAKE_OVER);
    3583:             } else {
>>> 3584:                 mbedtls_ssl_handshake_set_state(
    3585:                     ssl, MBEDTLS_SSL_TLS1_3_NEW_SESSION_TICKET);
    3586:             }
    3587:             break;",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,filtered_llm_assisted_static_audit
mbedtls_filtered_456,R07,library/asn1write.c,133,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"     130:         len += 1;
     131:     }
     132: 
>>>  133:     ret = mbedtls_asn1_write_len_and_tag(p, start, len, MBEDTLS_ASN1_INTEGER);
     134: 
     135: cleanup:
     136:     return ret;",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_457,R07,library/bignum_core.c,119,Return contract violation: variable 'min_le_lsl' stores crypto result but is returned without validation.,"     116:                                                     size_t A_limbs)
     117: {
     118:     /* min <= least significant limb? */
>>>  119:     mbedtls_ct_condition_t min_le_lsl = mbedtls_ct_uint_ge(A[0], min);
     120: 
     121:     /* limbs other than the least significant one are all zero? */
     122:     mbedtls_ct_condition_t msll_mask = MBEDTLS_CT_FALSE;",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_458,R07,library/bignum_mod.c,278,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"     275:             ret = mbedtls_mpi_mod_inv_mont(X, A, N, working_memory);
     276:             break;
     277:         case MBEDTLS_MPI_MOD_REP_OPT_RED:
>>>  278:             ret = mbedtls_mpi_mod_inv_non_mont(X, A, N, working_memory);
     279:             break;
     280:         default:
     281:             ret = MBEDTLS_ERR_MPI_BAD_INPUT_DATA;",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_459,R07,library/cipher.c,863,Return contract violation: variable 'bad' stores crypto result but is returned without validation.,"     860:     for (i = 0; i < input_len; i++) {
     861:         mbedtls_ct_condition_t in_padding = mbedtls_ct_uint_ge(i, pad_idx);
     862:         mbedtls_ct_condition_t different  = mbedtls_ct_uint_ne(input[i], padding_len);
>>>  863:         bad = mbedtls_ct_bool_or(bad, mbedtls_ct_bool_and(in_padding, different));
     864:     }
     865: 
     866:     return mbedtls_ct_error_if_else_0(bad, MBEDTLS_ERR_CIPHER_INVALID_PADDING);",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_460,R07,library/constant_time_impl.h,387,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"     384:      */
     385: 
     386:     // Select either y, or x - y
>>>  387:     mbedtls_ct_uint_t ret = mbedtls_ct_if(cond, yo, (mbedtls_ct_uint_t) (xo - yo));
     388: 
     389:     // Extract only the MSB of ret
     390:     ret = ret >> (MBEDTLS_CT_SIZE - 1);",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_461,R07,library/ecp_curves_new.c,4911,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"    4908:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
    4909:     size_t expected_width = BITS_TO_LIMBS(192) * 2;
    4910:     MBEDTLS_MPI_CHK(mbedtls_mpi_grow(N, expected_width));
>>> 4911:     ret = mbedtls_ecp_mod_p192_raw(N->p, expected_width);
    4912: 
    4913: cleanup:
    4914:     return ret;",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_462,R07,library/ecp_curves_new.c,5124,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"    5121:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
    5122:     size_t expected_width = BITS_TO_LIMBS(256) * 2;
    5123:     MBEDTLS_MPI_CHK(mbedtls_mpi_grow(N, expected_width));
>>> 5124:     ret = mbedtls_ecp_mod_p256_raw(N->p, expected_width);
    5125: cleanup:
    5126:     return ret;
    5127: }",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_463,R07,library/ecp_curves_new.c,5204,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"    5201:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
    5202:     size_t expected_width = BITS_TO_LIMBS(384) * 2;
    5203:     MBEDTLS_MPI_CHK(mbedtls_mpi_grow(N, expected_width));
>>> 5204:     ret = mbedtls_ecp_mod_p384_raw(N->p, expected_width);
    5205: cleanup:
    5206:     return ret;
    5207: }",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_464,R07,library/ecp_curves_new.c,5486,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"    5483:      * will no longer happen. */
    5484:     MBEDTLS_MPI_CHK(mbedtls_mpi_grow(N, expected_width));
    5485: 
>>> 5486:     ret = mbedtls_ecp_mod_p448_raw(N->p, N->n);
    5487: 
    5488: cleanup:
    5489:     return ret;",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_465,R07,library/ecp_curves_new.c,5723,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,"    5720:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
    5721:     size_t expected_width = BITS_TO_LIMBS(192) * 2;
    5722:     MBEDTLS_MPI_CHK(mbedtls_mpi_grow(N, expected_width));
>>> 5723:     ret = mbedtls_ecp_mod_p192k1_raw(N->p, expected_width);
    5724: 
    5725: cleanup:
    5726:     return ret;",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_466,R07,library/pk_internal.h,107,Return contract violation: variable 'id' stores crypto result but is returned without validation.,"     104: #endif /* MBEDTLS_USE_PSA_CRYPTO */
     105:     {
     106: #if defined(MBEDTLS_PK_USE_PSA_EC_DATA)
>>>  107:         id = mbedtls_ecc_group_from_psa(pk->ec_family, pk->ec_bits);
     108: #else /* MBEDTLS_PK_USE_PSA_EC_DATA */
     109:         id = mbedtls_pk_ec_ro(*pk)->grp.id;
     110: #endif /* MBEDTLS_PK_USE_PSA_EC_DATA */",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
mbedtls_filtered_467,R07,library/pk_internal.h,126,Return contract violation: variable 'id' stores crypto result but is returned without validation.,"     123: 
     124: static inline int mbedtls_pk_is_rfc8410(const mbedtls_pk_context *pk)
     125: {
>>>  126:     mbedtls_ecp_group_id id = mbedtls_pk_get_ec_group_id(pk);
     127: 
     128:     return MBEDTLS_PK_IS_RFC8410_GROUP_ID(id);
     129: }",TP,medium,Wrapper or return path propagates a cryptographic status without explicit validation.,filtered_llm_assisted_static_audit
